"","giorno","ndosi"
"1",1,0
"2",2,0
"3",3,0
"4",4,0
"5",5,9997937
"6",6,10000153
"7",7,0
"8",8,0
"9",9,0
"10",10,0
"11",11,9998706
"12",12,0
"13",13,0
"14",14,9999656
"15",15,0
"16",16,0
"17",17,0
"18",18,0
"19",19,0
"20",20,0
"21",21,0
"22",22,0
"23",23,0
"24",24,0
"25",25,0
"26",26,0
"27",27,0
"28",28,0
"29",29,10004776
"30",30,0
"31",31,9997323
"32",32,0
"33",33,0
"34",34,0
"35",35,0
"36",36,0
"37",37,0
"38",38,0
"39",39,10003984
"40",40,9996392
"41",41,0
"42",42,9990359
"43",43,0
"44",44,9996583
"45",45,9995586
"46",46,0
"47",47,0
"48",48,0
"49",49,0
"50",50,10000478
"51",51,0
"52",52,0
"53",53,0
"54",54,9996355
"55",55,9996704
"56",56,0
"57",57,0
"58",58,0
"59",59,0
"60",60,0
"61",61,0
"62",62,0
"63",63,0
"64",64,0
"65",65,0
"66",66,0
"67",67,0
"68",68,0
"69",69,0
"70",70,0
"71",71,0
"72",72,0
"73",73,0
"74",74,0
"75",75,0
"76",76,0
"77",77,10000291
"78",78,10007636
"79",79,0
"80",80,0
"81",81,0
"82",82,0
"83",83,0
"84",84,0
"85",85,0
"86",86,0
"87",87,0
"88",88,0
"89",89,0
"90",90,0
"91",91,0
"92",92,0
"93",93,0
"94",94,0
"95",95,0
"96",96,9996944
"97",97,0
"98",98,0
"99",99,0
"100",100,0
"101",101,9995193
"102",102,0
"103",103,0
"104",104,0
"105",105,0
"106",106,9995950
"107",107,10003098
"108",108,9998905
"109",109,0
"110",110,0
"111",111,9997208
"112",112,0
"113",113,0
"114",114,0
"115",115,0
"116",116,0
"117",117,0
"118",118,0
"119",119,0
"120",120,0
"121",121,9998826
"122",122,9995802
"123",123,0
"124",124,0
"125",125,0
"126",126,0
"127",127,0
"128",128,0
"129",129,0
"130",130,0
"131",131,0
"132",132,9994051
"133",133,0
"134",134,0
"135",135,0
"136",136,0
"137",137,0
"138",138,0
"139",139,0
"140",140,0
"141",141,9996604
"142",142,0
"143",143,0
"144",144,0
"145",145,0
"146",146,0
"147",147,9999034
"148",148,0
"149",149,0
"150",150,0
"151",151,0
"152",152,0
"153",153,0
"154",154,0
"155",155,0
"156",156,0
"157",157,0
"158",158,10001959
"159",159,0
"160",160,0
"161",161,9998943
"162",162,0
"163",163,10000665
"164",164,0
"165",165,0
"166",166,0
"167",167,0
"168",168,0
"169",169,0
"170",170,0
"171",171,10001770
"172",172,0
"173",173,0
"174",174,0
"175",175,0
"176",176,0
"177",177,0
"178",178,0
"179",179,0
"180",180,0
