"","giorno","ndosi"
"1",1,0
"2",2,10005188
"3",3,0
"4",4,0
"5",5,0
"6",6,0
"7",7,0
"8",8,0
"9",9,0
"10",10,0
"11",11,0
"12",12,0
"13",13,0
"14",14,0
"15",15,0
"16",16,0
"17",17,9997673
"18",18,0
"19",19,0
"20",20,0
"21",21,0
"22",22,0
"23",23,0
"24",24,9996192
"25",25,0
"26",26,0
"27",27,0
"28",28,10000443
"29",29,0
"30",30,0
"31",31,0
"32",32,0
"33",33,0
"34",34,0
"35",35,0
"36",36,0
"37",37,10000764
"38",38,0
"39",39,10002839
"40",40,0
"41",41,0
"42",42,0
"43",43,0
"44",44,0
"45",45,0
"46",46,0
"47",47,0
"48",48,0
"49",49,10002039
"50",50,0
"51",51,0
"52",52,10000450
"53",53,0
"54",54,0
"55",55,0
"56",56,10001172
"57",57,0
"58",58,0
"59",59,0
"60",60,0
"61",61,0
"62",62,0
"63",63,0
"64",64,0
"65",65,0
"66",66,0
"67",67,10004145
"68",68,0
"69",69,10002808
"70",70,0
"71",71,0
"72",72,0
"73",73,0
"74",74,0
"75",75,0
"76",76,9997817
"77",77,10002492
"78",78,0
"79",79,10002948
"80",80,0
"81",81,0
"82",82,0
"83",83,0
"84",84,0
"85",85,0
"86",86,0
"87",87,9995253
"88",88,9999962
"89",89,0
"90",90,0
"91",91,0
"92",92,0
"93",93,0
"94",94,0
"95",95,0
"96",96,0
"97",97,0
"98",98,0
"99",99,0
"100",100,9996271
"101",101,0
"102",102,0
"103",103,0
"104",104,0
"105",105,0
"106",106,0
"107",107,0
"108",108,0
"109",109,0
"110",110,0
"111",111,0
"112",112,9995393
"113",113,10003244
"114",114,10004991
"115",115,0
"116",116,0
"117",117,0
"118",118,0
"119",119,0
"120",120,9997876
"121",121,0
"122",122,0
"123",123,0
"124",124,0
"125",125,0
"126",126,0
"127",127,0
"128",128,0
"129",129,9997698
"130",130,0
"131",131,0
"132",132,0
"133",133,10003791
"134",134,0
"135",135,0
"136",136,10003354
"137",137,0
"138",138,0
"139",139,0
"140",140,0
"141",141,10002127
"142",142,0
"143",143,9995561
"144",144,9994925
"145",145,10000842
"146",146,9998985
"147",147,0
"148",148,10002684
"149",149,0
"150",150,0
"151",151,0
"152",152,0
"153",153,0
"154",154,0
"155",155,0
"156",156,0
"157",157,0
"158",158,0
"159",159,9996458
"160",160,0
"161",161,0
"162",162,0
"163",163,0
"164",164,0
"165",165,0
"166",166,0
"167",167,0
"168",168,0
"169",169,9998540
"170",170,0
"171",171,0
"172",172,0
"173",173,0
"174",174,0
"175",175,0
"176",176,0
"177",177,10002185
"178",178,0
"179",179,0
"180",180,0
